date,ACS.MC,ACX.MC,AENA.MC,AMS.MC,ANA.MC,BBVA.MC,BKT.MC,CABK.MC,CLNX.MC,ELE.MC,FDR.MC,FER.MC,GRF.MC,IAG.MC,IBE.MC,ITX.MC,LOG.MC,MAP.MC,MRL.MC,MTS.MC,NTGY.MC,RED.MC,REP.MC,ROVI.MC,SAB.MC,SAN.MC,SCYR.MC,SLR.MC,TEF.MC,^IBEX
2000-01-03,,9.915,,,57.0,13.623349,21.553514,,,19.01,,14.88,,,3.355,,,,,,19.0422,1.49,22.040001,,2.741411,9.849401,6.177404,,24.716843,11610.0
2000-01-04,,9.875,,,53.0,13.267874,20.573809,,,18.5,,14.6,,,3.3025,,,,,,18.582327,1.4125,21.299999,,2.741411,9.615716,6.186204,,23.698509,11206.599609
2000-01-05,,9.55,,,50.75,12.970044,20.24724,,,18.639999,,14.3,,,3.2975,,,,,,17.722191,1.4325,21.01,,2.741411,9.382031,6.203804,,22.591194,10863.099609
2000-01-06,,9.55,,,50.75,12.970044,20.24724,,,18.639999,,14.3,,,3.2975,,,,,,17.722191,1.4325,21.01,,2.741411,9.382031,6.203804,,22.591194,
2000-01-07,,10.275,,,52.400002,13.13337,20.142738,,,19.309999,,14.59,,,3.325,,,,,,18.99962,1.5,21.67,,2.741411,9.797471,6.64379,,22.630741,11102.400391
2000-01-10,,10.375,,,52.5,12.922006,20.464952,,,19.309999,,14.14,,,3.3,,,,,,18.667488,1.5,21.9,,2.726593,9.710921,6.485395,,23.312927,11173.299805
2000-01-11,,10.125,,,51.0,12.662605,22.054253,,,19.4,,13.43,,,3.28,,,,,,18.207615,1.5,21.280001,,2.726593,9.382031,6.230203,,23.332701,11012.400391
2000-01-12,,10.125,,,50.349998,12.518494,22.642075,,,19.32,,13.53,,,3.2625,,,,,,17.994709,1.5025,20.950001,,2.726593,9.295481,6.142206,,22.788931,10851.799805
2000-01-13,,9.65,,,48.779999,12.211056,25.690046,,,19.030001,,12.95,,,3.235,,,,,,17.475222,1.4975,20.4,,2.726593,9.217585,5.966211,,24.173073,10931.900391
2000-01-14,,10.05,,,48.919998,12.451242,26.996321,,,18.74,,13.99,,,3.16,,,,,,17.892515,1.52,20.950001,,2.726593,9.459926,5.851815,,24.914577,11184.0
2000-01-17,,10.5,,,47.700001,12.335952,29.369385,,,18.25,,13.22,,,3.075,,,,,,17.475222,1.5,20.42,,2.711774,9.20893,5.508626,,26.348154,11285.599609
2000-01-18,,10.8,,,48.25,12.076552,32.134331,,,18.0,,12.75,,,3.005,,,,,,16.802443,1.4775,19.809999,,2.711774,8.74156,5.209435,,26.199854,11066.299805
2000-01-19,,10.5625,,,46.900002,12.057337,28.389679,,,18.049999,,12.6,,,3.065,,,,,,17.304897,1.5025,21.799999,,2.682137,8.74156,5.200635,,26.002119,11120.700195
2000-01-20,,10.025,,,46.5,12.038122,27.845398,,,18.75,,12.75,,,3.05,,,,,,17.270832,1.4875,21.26,,2.682137,8.923315,5.244634,,25.349594,11047.599609
2000-01-21,,9.9375,,,47.299999,11.788328,29.216986,,,19.209999,,12.1,,,3.0375,,,,,,17.032379,1.495,21.209999,,2.637682,8.646355,5.526225,,24.954124,10969.299805
2000-01-24,,9.975,,,46.400002,11.845973,29.260529,,,18.93,,12.15,,,3.0425,,,,,,16.734312,1.5,21.5,,2.711774,8.74156,5.605423,,24.81571,10955.0
2000-01-25,,10.0225,,,45.25,12.105374,29.195213,,,18.66,,11.99,,,3.07,,,,,,17.074961,1.5,21.200001,,2.726593,8.74156,5.341431,,24.113752,10863.5
2000-01-26,,10.0475,,,47.119999,12.480064,30.00075,,,19.040001,,11.98,,,3.0,,,,,,16.776894,1.5,20.5,,2.726593,8.96659,5.244634,,24.904692,11031.400391
2000-01-27,,9.66,,,48.200001,12.970044,29.391155,,,19.4,,12.01,,,3.0,,,,,,16.104115,1.5,20.02,,2.726593,8.992555,5.183036,,26.189966,11206.599609
2000-01-28,,9.575,,,47.0,12.922006,29.521784,,,18.690001,,11.88,,,2.975,,,,,,16.206308,1.4875,19.5,,2.726593,8.715595,5.086239,,26.051554,11009.299805
2000-01-31,,9.62,,,45.0,12.729858,27.431746,,,18.91,,12.0,,,2.955,,,,,,15.993405,1.4375,19.35,,2.726593,8.715595,5.103838,,25.606649,10835.099609
2000-02-01,,9.625,,,44.700001,12.902791,26.952778,,,18.610001,,12.0,,,2.975,,,,,,16.427731,1.4625,19.629999,,2.756229,8.819455,5.244634,,26.565662,10970.0
2000-02-02,,9.9475,,,44.509998,12.864362,28.084883,,,19.15,,11.99,,,3.025,,,,,,16.427731,1.45,20.0,,2.741411,8.819455,5.191836,,27.455469,11195.599609
2000-02-03,,9.815,,,45.700001,12.970044,29.587097,,,19.549999,,12.69,,,3.065,,,,,,16.734312,1.465,20.0,,2.741411,8.940625,5.473427,,28.523237,11544.099609
2000-02-04,,9.7875,,,46.939999,12.777895,28.999273,,,19.299999,,12.66,,,3.0575,,,,,,16.845024,1.455,20.07,,2.741411,9.01852,5.429428,,28.869272,11580.099609
2000-02-07,,9.775,,,47.900002,12.537709,27.693001,,,19.120001,,13.25,,,3.03,,,,,,16.734312,1.44,19.870001,,2.741411,9.295481,5.37663,,28.285955,11506.799805
2000-02-08,,10.0675,,,49.099998,13.018081,29.543554,,,19.41,,13.12,,,3.0125,,,,,,17.091993,1.4475,20.860001,,2.711774,9.451271,5.37663,,29.017574,11834.799805
2000-02-09,,9.93,,,46.790001,12.701035,29.913666,,,19.200001,,13.28,,,2.9625,,,,,,17.091993,1.45,21.360001,,2.711774,9.27817,5.174236,,30.352283,11939.5
2000-02-10,,9.8675,,,47.099998,12.508886,29.82658,,,19.34,,13.38,,,2.935,,,,,,16.85354,1.435,20.85,,2.711774,9.08776,5.05984,,30.312737,12020.599609
2000-02-11,,9.565,,,45.389999,13.46963,30.044292,,,19.0,,13.25,,,3.0,,,,,,16.393665,1.405,20.9,,2.711774,8.594425,4.963043,,31.578239,12432.599609
2000-02-14,,9.5575,,,43.75,15.035643,28.73802,,,18.58,,12.5,,,2.975,,,,,,15.967856,1.375,20.1,,2.711774,9.009865,4.945443,,31.153109,12458.599609
2000-02-15,,10.0,,,44.400002,14.651346,27.736542,,,18.700001,,12.61,,,2.965,,,,,,16.018953,1.35,20.549999,,2.711774,9.157,5.077439,,29.907381,12165.099609
2000-02-16,,9.7125,,,44.389999,14.70899,26.996321,,,19.110001,,12.8,,,2.985,,,,,,16.410698,1.3675,20.799999,,2.711774,9.615716,5.130238,,29.363609,12235.099609
2000-02-17,,9.5875,,,43.779999,14.70899,28.237282,,,19.120001,,13.9,,,3.0075,,,,,,16.529924,1.4025,20.52,,2.711774,9.607061,5.262233,,29.116442,12326.700195
2000-02-18,,9.115,,,43.290001,14.728205,28.95573,,,19.16,,14.9,,,3.045,,,,,,16.649151,1.44,20.15,,2.711774,9.364721,5.315032,,29.235083,12368.0
2000-02-21,,8.8125,,,44.75,14.641738,29.238756,,,19.780001,,15.36,,,3.105,,,,,,16.308504,1.45,19.620001,,2.696956,9.529166,5.455827,,28.454029,12260.299805
2000-02-22,,8.8725,,,45.740002,14.439982,29.543554,,,20.57,,14.9,,,3.1575,,,,,,16.308504,1.6675,19.23,,2.696956,9.399341,5.411829,,27.781733,12076.900391
2000-02-23,,9.6625,,,46.73,14.833887,30.828056,,,21.549999,,15.55,,,3.2975,,,,,,16.776894,1.675,18.65,,2.696956,9.607061,5.279833,,28.058561,12312.299805
2000-02-24,,9.2875,,,45.990002,15.054858,30.240232,,,20.9,,15.3,,,3.1925,,,,,,16.487345,1.6375,19.08,,2.696956,9.347411,5.403029,,28.800066,12352.299805
2000-02-25,,9.18,,,45.099998,15.08368,30.501488,,,22.049999,,15.99,,,3.2,,,,,,17.117542,2.3075,19.67,,2.726593,9.407996,5.552624,,29.432817,12690.900391
2000-02-28,,9.25,,,44.490002,14.74742,28.498535,,,21.559999,,16.219999,,,3.25,,,,,,16.683216,2.61,19.549999,,2.756229,9.356066,5.596623,,29.017574,12467.0
2000-02-29,,9.35,,,44.02,14.507234,28.542078,,,21.969999,,17.360001,,,3.2575,,,,,,17.790321,2.7,19.65,,2.756229,9.433961,5.649421,,29.511911,12585.799805
2000-03-01,,8.98,,,44.299999,14.651346,27.976027,,,22.0,,18.200001,,,3.3,,,,,,18.735619,2.5,19.200001,,2.756229,9.416651,6.124606,,29.561344,12538.700195
2000-03-02,,9.275,,,44.5,14.593701,27.954254,,,22.0,,17.799999,,,3.3275,,,,,,18.59936,2.575,19.15,,2.756229,9.563786,6.212603,,31.143223,12709.599609
2000-03-03,,9.62,,,44.240002,14.651346,27.388203,,,22.09,,16.98,,,3.475,,,,,,18.650455,2.63,18.93,,2.756229,9.468581,6.3094,,31.835295,12745.0
2000-03-06,,10.125,,,43.689999,14.689775,27.018091,,,22.17,,17.08,,,3.4875,,,,,,19.289169,2.6925,18.889999,,2.756229,9.433961,6.467795,,32.230762,12816.799805
2000-03-07,,10.4175,,,43.439999,14.680168,28.302593,,,21.709999,,16.49,,,3.4525,,,,,,19.033684,2.565,19.0,,2.756229,9.399341,6.441396,,31.143223,12667.200195
2000-03-08,,10.6,,,44.200001,14.795457,28.607391,,,21.34,,16.200001,,,3.54,,,,,,19.059233,2.575,21.379999,,2.756229,9.477236,6.283001,,30.470924,12668.299805
2000-03-09,,10.19,,,43.450001,14.728205,27.86717,,,21.309999,,15.5,,,3.4575,,,,,,19.059233,2.63,20.9,,2.756229,9.546476,6.159805,,30.164436,12563.200195
2000-03-10,,9.8025,,,44.200001,14.439982,26.996321,,,21.23,,14.74,,,3.2725,,,,,,19.059233,2.6575,20.1,,2.756229,9.684956,5.825416,,29.966702,12513.700195
2000-03-13,,9.8025,,,49.099998,14.430374,26.996321,,,21.23,,14.74,,,3.34,,,,,,19.059233,2.6575,18.620001,,2.756229,9.676301,5.825416,,29.966702,12359.700195
2000-03-14,,10.375,,,44.0,14.199796,27.693001,,,23.200001,,14.79,,,3.535,,,,,,19.059233,2.8175,20.15,,2.756229,9.771506,5.860614,,29.808514,12555.799805
2000-03-15,,10.1275,,,44.0,13.95961,27.693001,,,23.209999,,14.65,,,3.58,,,,,,19.059233,2.715,20.0,,2.756229,9.849401,5.719819,,28.374935,12279.5
2000-03-16,,10.7,,,46.25,14.67056,27.562372,,,23.98,,15.08,,,3.6525,,,,,,19.059233,2.705,20.370001,,2.756229,10.013846,5.895813,,27.979467,12260.900391
2000-03-17,,11.2625,,,46.099998,14.757027,27.322889,,,23.940001,,15.29,,,3.695,,,,,,19.059233,2.6625,20.4,,2.756229,10.264842,5.922213,,27.188528,12369.799805
2000-03-20,,11.0,,,45.990002,14.641738,26.865692,,,23.98,,15.44,,,3.5875,,,,,,19.059233,2.65,20.299999,,2.756229,10.256187,6.027809,,27.692751,12362.400391
2000-03-21,,10.9,,,45.09,14.805065,27.627686,,,24.1,,15.15,,,3.6125,,,,,,16.947218,2.6,20.780001,,2.756229,10.126361,5.983811,,27.781733,12308.299805
2000-03-22,,11.325,,,44.700001,14.872317,27.431746,,,24.1,,14.9,,,3.6175,,,,,,17.126059,2.5825,20.1,,2.756229,10.022501,5.966211,,27.781733,12172.200195
2000-03-23,,11.025,,,44.330002,14.766635,28.542078,,,23.700001,,14.86,,,3.5025,,,,,,16.955734,2.55,19.969999,,2.756229,9.849401,5.843015,,27.732298,12073.299805
2000-03-24,,11.2,,,45.0,14.737812,29.80481,,,23.629999,,14.95,,,3.515,,,,,,17.032379,2.6,20.43,,2.756229,9.979226,6.159805,,27.583998,12213.799805
2000-03-27,,11.0125,,,45.0,14.78585,29.630638,,,24.120001,,15.25,,,3.55,,,,,,16.887606,2.65,20.4,,2.756229,9.884021,6.115806,,27.455469,12162.0
2000-03-28,,10.5525,,,46.0,14.805065,29.695953,,,23.73,,15.55,,,3.505,,,,,,18.096905,2.5975,20.59,,2.756229,10.057121,6.159805,,27.346716,12211.099609
2000-03-29,,10.5775,,,47.98,14.555271,31.045769,,,23.42,,15.76,,,3.4125,,,,,,17.373028,2.66,21.49,,2.756229,9.961916,6.115806,,26.743626,12088.599609
2000-03-30,,10.925,,,45.990002,14.401552,29.608868,,,23.84,,15.6,,,3.3575,,,,,,16.938702,2.6225,22.040001,,2.756229,9.832091,6.177404,,25.804384,11833.400391
2000-03-31,,10.325,,,47.150002,14.757027,28.694475,,,23.969999,,15.84,,,3.4075,,,,,,17.364511,2.57,22.91,,2.756229,9.719576,6.159805,,26.100986,11935.0
2000-04-03,,10.9625,,,46.849998,14.795457,27.627686,,,24.370001,,15.79,,,3.375,,,,,,17.143089,2.55,22.5,,2.756229,9.736886,6.168605,,25.06288,11686.400391
2000-04-04,,10.825,,,47.5,15.16054,27.584145,,,23.959999,,16.139999,,,3.385,,,,,,16.947218,2.55,22.809999,,2.756229,9.840746,6.239003,,24.51911,11584.200195
2000-04-05,,10.7375,,,45.080002,15.035643,27.649458,,,23.4,,15.66,,,3.3725,,,,,,17.032379,2.45,21.83,,2.756229,9.676301,6.151005,,23.955564,11374.599609
2000-04-06,,10.7,,,46.25,15.131718,27.954254,,,23.209999,,15.37,,,3.37,,,,,,16.955734,2.525,22.1,,2.756229,9.399341,6.071808,,25.112312,11607.900391
2000-04-07,,10.725,,,46.34,15.256614,28.629164,,,23.700001,,15.26,,,3.3075,,,,,,16.904636,2.5225,21.799999,,2.711774,9.589751,5.983811,,25.834045,11790.599609
2000-04-10,,10.75,,,45.060001,15.275829,28.171967,,,23.66,,15.04,,,3.2925,,,,,,16.521408,2.57,21.25,,2.711774,9.762851,6.080608,,25.903252,11768.700195
2000-04-11,,10.38,,,45.18,15.179755,27.431746,,,23.5,,14.5,,,3.28,,,,,,16.478827,2.525,22.030001,,2.711774,9.615716,6.195004,,24.66741,11515.299805
2000-04-12,,10.51,,,45.299999,14.987606,26.909237,,,23.75,,14.7,,,3.24,,,,,,16.351086,2.5475,22.0,,2.711774,9.702266,6.203804,,25.013445,11542.099609
2000-04-13,,10.9625,,,45.650002,15.16054,27.649458,,,23.52,,15.18,,,3.265,,,,,,17.032379,2.545,22.42,,2.711774,9.935951,6.265402,,24.736616,11647.200195
2000-04-14,,10.95,,,45.509998,14.833887,25.254622,,,23.6,,14.71,,,3.2875,,,,,,16.453279,2.515,22.35,,2.711774,9.780161,5.887014,,24.024773,11363.900391
2000-04-17,,11.25,,,44.599998,14.41116,24.013662,,,23.9,,14.5,,,3.3475,,,,,,16.453279,2.4375,22.290001,,2.696956,9.633026,6.212603,,23.530436,11217.299805
2000-04-18,,11.225,,,44.470001,14.420767,23.033957,,,24.0,,14.22,,,3.3175,,,,,,16.453279,2.4375,22.34,,2.696956,9.555131,6.098207,,23.797377,11261.5
2000-04-19,,10.9225,,,45.490002,14.507234,23.295212,,,24.0,,14.5,,,3.3575,,,,,,16.453279,2.4025,22.129999,,2.726593,9.442616,6.045409,,24.113752,11339.799805
2000-04-20,,10.925,,,45.400002,14.699383,23.774179,,,23.700001,,14.7,,,3.3925,,,,,,16.453279,2.4025,22.940001,,2.726593,9.719576,6.283001,,24.42024,11502.0
2000-04-21,,10.925,,,45.400002,14.699383,23.774179,,,23.379999,,14.7,,,3.3925,,,,,,16.453279,2.57,22.940001,,2.726593,9.546476,5.887014,,24.598202,
2000-04-24,,10.925,,,45.400002,14.699383,23.774179,,,23.379999,,14.7,,,3.3925,,,,,,16.453279,2.57,22.940001,,2.726593,9.546476,5.887014,,24.598202,
2000-04-25,,10.7075,,,45.189999,14.363122,22.968643,,,23.98,,14.73,,,3.4475,,,,,,16.453279,2.45,22.57,,2.711774,9.840746,6.291801,,24.163185,11425.5
2000-04-26,,10.775,,,45.470001,14.3343,23.077499,,,24.040001,,15.16,,,3.465,,,,,,16.453279,2.4725,22.200001,,2.711774,9.909986,6.335799,,24.568542,11481.5
2000-04-27,,10.85,,,44.880001,14.238226,22.206652,,,23.68,,14.65,,,3.425,,,,,,16.453279,2.5,22.6,,2.711774,9.667646,6.335799,,23.72817,11273.0
2000-04-28,,10.95,,,44.5,14.41116,22.70739,,,23.860001,,14.5,,,3.5275,,,,,,16.453279,2.525,22.5,,2.711774,9.927296,6.546993,,24.202732,11467.900391
2000-05-01,,10.95,,,44.59,14.41116,22.70739,,,23.379999,,14.5,,,3.5275,,,,,,16.453279,2.57,22.5,,2.711774,9.546476,6.344599,,24.598202,
2000-05-02,,10.8775,,,44.610001,14.526449,23.79595,,,23.74,,14.97,,,3.4825,,,,,,16.453279,2.6,22.42,,2.711774,10.117706,6.599791,,26.437136,11867.200195
2000-05-03,,10.7875,,,43.619999,14.37273,23.316982,,,23.950001,,14.6,,,3.475,,,,,,16.453279,2.575,22.440001,,2.711774,9.693611,6.406197,,26.476683,11667.900391
2000-05-04,,10.9475,,,44.080002,14.084507,23.991892,,,23.84,,14.73,,,3.49,,,,,,16.453279,2.6625,22.4,,2.756229,9.840746,6.511794,,25.853819,11597.5
2000-05-05,,10.825,,,44.18,13.988432,24.601486,,,23.719999,,14.72,,,3.465,,,,,,16.453279,2.625,22.969999,,2.756229,9.650336,6.494194,,25.784611,11560.900391
2000-05-08,,10.8775,,,43.740002,13.729031,24.362001,,,23.709999,,14.35,,,3.45,,,,,,16.453279,2.62,23.35,,2.756229,9.710921,6.388598,,24.074205,11304.0
2000-05-09,,10.8775,,,44.59,13.729031,24.362001,,,23.379999,,14.35,,,3.45,,,,,,16.453279,2.62,23.35,,2.756229,9.546476,6.388598,,26.308607,11071.700195
2000-05-10,,11.15,,,40.349998,13.661779,22.859789,,,22.809999,,14.14,,,3.35,,,,,,16.223343,2.6025,23.0,,2.756229,9.12238,6.159805,,26.308607,10832.299805
2000-05-11,,11.5,,,42.5,13.805891,22.859789,,,22.799999,,14.5,,,3.3925,,,,,,16.087084,2.625,23.0,,2.711774,9.338756,6.239003,,23.115192,11036.299805
2000-05-12,,11.1825,,,42.43,13.729031,23.687094,,,22.75,,14.25,,,3.395,,,,,,16.035986,2.63,22.66,,2.711774,9.27817,6.247802,,23.747944,11102.599609
2000-05-15,,11.11,,,41.75,13.661779,23.60001,,,22.58,,14.25,,,3.3975,,,,,,16.035986,2.625,22.98,,2.711774,9.19162,6.300601,,23.352474,11009.299805
2000-05-16,,11.2625,,,42.240002,13.757854,23.556467,,,23.43,,14.07,,,3.425,,,,,,16.240374,2.745,23.16,,2.711774,9.295481,6.458996,,24.42024,11220.700195
2000-05-17,,11.125,,,41.540001,13.88275,22.859789,,,23.34,,13.96,,,3.3925,,,,,,16.061535,2.7,22.639999,,2.711774,8.957935,6.423797,,23.016323,10905.299805
2000-05-18,,11.125,,,39.0,13.930788,23.077499,,,23.870001,,13.7,,,3.3975,,,,,,16.385149,2.7525,23.280001,,2.711774,9.05314,6.423797,,22.798817,10889.599609
2000-05-19,,10.8,,,36.279999,13.661779,22.206652,,,23.389999,,13.41,,,3.3675,,,,,,16.078566,2.625,23.129999,,2.711774,8.88004,6.247802,,21.424561,10544.900391
2000-05-22,,10.25,,,34.049999,13.296696,21.422888,,,23.65,,13.05,,,3.355,,,,,,15.542046,2.6525,23.200001,,2.711774,8.74156,6.362199,,20.327131,10326.299805
2000-05-23,,10.4225,,,34.299999,13.623349,21.597055,,,23.940001,,13.1,,,3.4,,,,,,15.550563,2.8,22.85,,2.756229,8.784835,6.274201,,20.218378,10380.099609
2000-05-24,,9.5,,,34.880001,13.604135,21.880081,,,24.07,,13.57,,,3.455,,,,,,15.797532,2.85,22.139999,,2.756229,8.77618,6.168605,,19.921776,10342.400391
2000-05-25,,9.6375,,,36.490002,14.180581,21.126799,,,23.879999,,13.3,,,3.445,,,,,,15.754951,2.82,22.309999,,2.756229,9.079105,6.274201,,20.811583,10560.599609
2000-05-26,,9.4475,,,35.880001,14.478412,19.811815,,,22.690001,,13.25,,,3.3725,,,,,,15.60166,2.77,22.889999,,2.756229,8.906005,6.239003,,20.465546,10437.099609
2000-05-29,,9.0,,,38.439999,14.209403,19.972923,,,22.639999,,13.3,,,3.4,,,,,,15.797532,2.7775,22.99,,2.711774,9.546476,6.247802,,21.404785,10558.900391
2000-05-30,,9.25,,,38.799999,14.276655,20.543329,,,22.25,,13.08,,,3.4225,,,,,,16.087084,2.8175,22.48,,2.711774,9.01852,6.221403,,22.077084,10648.5
2000-05-31,,9.1,,,38.299999,14.41116,21.065838,,,22.219999,,12.8,,,3.425,,,,,,16.13818,2.8425,22.870001,,2.711774,9.096415,6.089407,,21.750822,10688.5
2000-06-01,,9.625,,,39.150002,14.718598,21.553514,,,22.879999,,13.49,,,3.4425,,,,,,16.793926,3.0325,22.65,,2.711774,9.433961,6.00141,,21.948557,10875.5
2000-06-02,,9.65,,,41.849998,15.19897,23.077499,,,23.23,,13.8,,,3.4725,,,,,,17.619997,3.075,22.280001,,2.711774,9.416651,5.904613,,22.96689,11141.5
2000-06-05,,9.8725,,,42.889999,15.006821,22.90333,,,22.32,,13.94,,,3.4325,,,,,,17.168638,3.225,21.799999,,2.711774,9.399341,6.098207,,22.709835,11004.200195
2000-06-06,,9.625,,,41.419998,15.08368,22.90333,,,21.0,,14.01,,,3.275,,,,,,16.231857,3.125,21.110001,,2.711774,9.148345,6.071808,,22.620855,10782.5
2000-06-07,,9.25,,,40.5,14.920354,22.90333,,,21.27,,14.05,,,3.3175,,,,,,16.776894,3.0025,21.25,,2.711774,9.304136,5.975011,,21.750822,10688.900391
2000-06-08,,9.25,,,40.349998,14.949176,23.164585,,,21.209999,,14.0,,,3.3325,,,,,,17.032379,3.0875,20.74,,2.711774,9.390686,6.00141,,22.442894,10799.599609
2000-06-09,,8.95,,,41.0,14.987606,23.295212,,,21.700001,,14.2,,,3.3875,,,,,,17.373028,3.1175,20.57,,2.726593,9.19162,6.027809,,22.838364,10873.200195
2000-06-12,,8.7525,,,42.599998,14.872317,23.164585,,,21.450001,,13.96,,,3.3875,,,,,,16.947218,3.15,20.68,,2.726593,9.08776,6.344599,,22.81859,10791.299805
2000-06-13,,8.905,,,43.700001,15.093288,22.794474,,,21.440001,,14.18,,,3.4375,,,,,,17.287865,3.0975,21.1,,2.726593,9.061795,5.878214,,22.462667,10806.0
2000-06-14,,8.9425,,,43.049999,15.247007,22.598534,,,21.42,,14.27,,,3.4375,,,,,,16.453279,3.0675,21.15,,2.756229,9.17431,5.631822,,22.838364,10880.700195
2000-06-15,,8.79,,,44.099998,15.323866,22.250193,,,21.209999,,13.8,,,3.425,,,,,,16.453279,3.005,21.1,,2.756229,9.330101,5.631822,,22.749384,10876.0
2000-06-16,,8.75,,,44.799999,15.227792,21.684141,,,21.85,,13.5,,,3.445,,,,,,16.453279,3.0,20.5,,2.756229,9.433961,5.614222,,21.503654,10723.799805
2000-06-19,,8.75,,,38.950001,14.37273,21.684141,,,23.93,,13.5,,,3.445,,,,,,16.453279,3.0,23.16,,2.756229,9.546476,5.614222,,20.51498,10595.599609
2000-06-20,,8.425,,,44.25,14.891532,22.076023,,,21.5,,13.35,,,3.43,,,,,,16.453279,3.0,20.5,,2.756229,9.217585,5.543824,,21.157618,10563.400391
2000-06-21,,8.05,,,43.549999,14.766635,22.424362,,,21.610001,,13.0,,,3.39,,,,,,16.453279,3.0775,20.129999,,2.756229,9.08776,5.570224,,20.168943,10351.400391
2000-06-22,,7.7875,,,43.5,14.564879,24.296688,,,21.32,,13.3,,,3.3975,,,,,,16.453279,3.125,20.799999,,2.756229,9.347411,5.570224,,20.900562,10490.5
2000-06-23,,7.6,,,44.0,14.660953,24.797426,,,21.440001,,14.3,,,3.445,,,,,,16.453279,3.3375,21.209999,,2.756229,9.26086,5.587823,,20.811583,10533.099609
2000-06-26,,8.0025,,,44.189999,14.891532,23.512924,,,21.25,,14.25,,,3.45,,,,,,16.453279,3.3875,21.02,,2.711774,9.407996,5.587823,,20.317245,10488.900391
2000-06-27,,8.0,,,44.130001,14.766635,22.838017,,,20.85,,13.74,,,3.4,,,,,,16.453279,3.2175,20.65,,2.726593,9.433961,5.746218,,21.256485,10528.200195
2000-06-28,,7.88,,,42.450001,14.757027,22.642075,,,20.690001,,13.36,,,3.3925,,,,,,16.453279,3.1275,20.85,,2.756229,9.425306,5.719819,,21.997992,10583.200195
2000-06-29,,7.6225,,,40.0,14.660953,22.03248,,,20.16,,13.01,,,3.3875,,,,,,16.453279,3.095,20.67,,2.756229,9.321446,5.543824,,21.256485,10366.400391
2000-06-30,,7.575,,,39.900002,15.035643,22.424362,,,20.290001,,12.96,,,3.375,,,,,,16.453279,3.0,20.85,,2.756229,9.563786,5.499826,,22.245159,10581.299805
2000-07-03,,7.575,,,41.650002,15.12211,22.206652,,,20.700001,,12.96,,,3.31,,,,,,16.453279,2.9325,20.9,,2.756229,9.511856,5.543824,,23.233833,10676.700195
2000-07-04,,7.53,,,40.599998,15.102895,22.228422,,,20.700001,,12.99,,,3.3475,,,,,,16.453279,2.8875,21.1,,2.756229,9.736886,5.711019,,24.06432,10848.900391
2000-07-05,,7.9625,,,40.0,15.006821,21.531742,,,20.790001,,13.1,,,3.3625,,,,,,16.453279,2.9175,20.65,,2.756229,9.537821,5.605423,,23.72817,10757.599609
2000-07-06,,7.75,,,40.66,15.08368,21.335802,,,20.6,,13.3,,,3.425,,,,,,16.453279,2.905,20.32,,2.756229,9.650336,5.543824,,23.72817,10739.599609
2000-07-07,,7.75,,,38.950001,14.37273,21.335802,,,23.93,,13.3,,,3.425,,,,,,16.453279,2.905,23.16,,2.756229,9.546476,5.543824,,20.51498,10896.700195
2000-07-10,,7.675,,,41.240002,15.08368,20.743624,,,21.26,,13.1,,,3.4025,,,,,,16.453279,2.7875,20.75,,2.696956,9.797471,5.394229,,24.173073,10828.900391
2000-07-11,,8.375,,,41.25,14.891532,19.985987,,,21.85,,12.97,,,3.41,,,,,,16.453279,2.7675,20.950001,,2.696956,9.745541,5.350231,,24.499334,10874.799805
2000-07-12,,8.375,,,42.02,14.70899,19.890192,,,21.860001,,13.05,,,3.3475,,,,,,16.453279,2.7125,20.780001,,2.696956,9.650336,5.543824,,24.776163,10878.700195
2000-07-13,,8.2,,,42.799999,14.651346,19.898901,,,21.299999,,12.85,,,3.255,,,,,,16.453279,2.7025,21.08,,2.696956,9.728231,5.499826,,24.81571,10848.200195
2000-07-14,,8.5,,,42.599998,14.776242,20.073071,,,21.450001,,13.17,,,3.275,,,,,,16.453279,2.67,21.5,,2.696956,9.736886,5.596623,,25.21118,11002.599609
2000-07-17,,8.525,,,42.0,14.680168,20.138384,,,21.15,,13.01,,,3.225,,,,,,16.453279,2.5975,21.25,,2.696956,9.624371,5.403029,,25.201294,10949.200195
2000-07-18,,8.3125,,,41.700001,14.74742,19.807463,,,21.450001,,13.03,,,3.205,,,,,,16.453279,2.55,20.700001,,2.696956,9.650336,5.455827,,24.034658,10791.5
2000-07-19,,8.275,,,41.169998,14.949176,20.020821,,,22.0,,13.38,,,3.165,,,,,,16.453279,2.6275,20.52,,2.696956,9.676301,5.640621,,24.321375,10850.700195
2000-07-20,,8.43,,,41.389999,15.12211,20.029528,,,22.35,,13.36,,,3.185,,,,,,16.453279,2.66,20.75,,2.682137,9.710921,5.67582,,24.617975,10986.099609
2000-07-21,,8.145,,,41.25,14.929961,19.2327,,,22.200001,,13.48,,,3.19,,,,,,16.453279,2.625,20.450001,,2.682137,9.633026,5.605423,,24.232393,10879.599609
2000-07-24,,8.145,,,38.950001,14.37273,19.2327,,,22.200001,,13.48,,,3.19,,,,,,16.453279,2.57,23.16,,2.682137,9.546476,5.605423,,20.51498,10831.5
2000-07-25,,8.2375,,,41.0,15.006821,19.006281,,,22.110001,,13.41,,,3.1625,,,,,,16.453279,2.5875,20.370001,,2.682137,9.650336,5.719819,,23.283266,10714.599609
